video_id,query_billboard_rank,query_artist,query_title,video_title,search_rank,lead_search_term,search_tier,detected_names,detected_genres,detected_inst,detected_place,detected_date,true_audio_content,true_video_content,is_official_video,search_term_estimated_AC,search_term_estimated_VC,STV_prediction_AC_initial,STVA_prediction_AC,STV_prediction_VC,url
9znAKHsVNbo,30,katy perry,part of me,Katy Perry - Part of Me lyrics,22.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=9znAKHsVNbo
a6RTMSWu6lY,30,katy perry,part of me,Katy Perry - Part of Me (AndE Dance Remix),22.0,dance,1,,,,,,remix,still,FALSE,official,dance,remix,remix,still,https://www.youtube.com/watch?v=a6RTMSWu6lY
nzja1YXHXew,30,katy perry,part of me,Katy Perry - Part of Me (Capital FM Summertime Ball 2012 Live Performance),22.0,live,1,ball,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=nzja1YXHXew
vkQugc5sEzs,30,katy perry,part of me,Katy Perry Part Of Me: Inspiered Makeup Tutorial FAWNinc Look & Live Like celebrity,23.0,tutorial,1,,,,,,tutorial,tutorial,FALSE,tutorial,tutorial,cover,official,tutorial,https://www.youtube.com/watch?v=vkQugc5sEzs
CFS4DUw7pAo,30,katy perry,part of me,PART OF ME. Line Dance (Demo & Teach in french),23.0,dance,1,,,,french,,official,dance,FALSE,official,dance,official,cover,dance,https://www.youtube.com/watch?v=CFS4DUw7pAo
_ISfO6_fKJ0,30,katy perry,part of me,Part Of Me by Katy Perry acoustic guitar instrumental cover with lyrics,27.0,guitar,1,,,acoustic guitar & guitar,,,cover,lyric,FALSE,cover,live,cover,cover,lyric,https://www.youtube.com/watch?v=_ISfO6_fKJ0
FoS19UpDbJQ,30,katy perry,part of me,Katy Perry - Part Of Me Live in Amsterdam  Ziggo Dome 09.03.2015 -  The Prismatic World Tour,28.0,live,1,,world,,amsterdam,2015,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=FoS19UpDbJQ
7jyVuxmC0eY,30,katy perry,part of me,Katy Perry - Part of me {lyrics},28.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,remix,lyric,https://www.youtube.com/watch?v=7jyVuxmC0eY
PHHvM4ZwfK4,30,katy perry,part of me,Echosmith - Part Of Me [Official Cover Video],36.0,cover,1,,,,,,cover,live,FALSE,cover,live,official,cover,other,https://www.youtube.com/watch?v=PHHvM4ZwfK4
zC2ReqNRTdw,30,katy perry,part of me,Katy Perry- Part Of Me dance,94.0,dance,5,,,,,,official,dance,FALSE,official,dance,official,remix,dance,https://www.youtube.com/watch?v=zC2ReqNRTdw
FTbgxVfZfIE,30,katy perry,part of me,Feint - My Sunset / Katy Perry - Part Of Me (remix/mashup) dj kasper (dnb),95.0,remix,5,,,,,,remix,slides,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=FTbgxVfZfIE
QhSdLAi9rhg,30,katy perry,part of me,Katy Perry - Part of Me (Craig-M Bounce Remix),96.0,remix,5,craig,bounce,,,,remix,slides,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=QhSdLAi9rhg
gW58fsK-Cpw,30,katy perry,part of me,Katy Perry - Part Of Me 24.05.14 Manchester Prismatic Tour Live,97.0,live,5,,,,manchester,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=gW58fsK-Cpw
CeEeYeE7zeE,30,katy perry,part of me,Katy Perry - Part Of Me (DJ Double Cee Electro Dance Remix),97.0,dance,5,,electro,,,,remix,slides,FALSE,official,dance,remix,remix,still,https://www.youtube.com/watch?v=CeEeYeE7zeE
nvAUhlMJOx8,30,katy perry,part of me,Part of me dancing,98.0,choreo,5,,,,,,official,dance,FALSE,official,dance,live,cover,live,https://www.youtube.com/watch?v=nvAUhlMJOx8
oE_982RvMJQ,30,katy perry,part of me,Katy Perry - Part Of Me (Lyrics),99.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,remix,lyric,https://www.youtube.com/watch?v=oE_982RvMJQ
CCnvHfhxuOY,30,katy perry,part of me,Part Of Me - Katy Perry (Live Cover),101.0,live,5,,,,,,cover,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=CCnvHfhxuOY
qogwMW9PQ3Y,30,katy perry,part of me,"Katy Perry ""Part Of Me"" Live Singapore",102.0,live,5,,,,singapore,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=qogwMW9PQ3Y
BLYyNc9llWk,30,katy perry,part of me,Part of Me - Katy Perry [With original lyrics/Con letra original],102.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,cover,official,lyric,https://www.youtube.com/watch?v=BLYyNc9llWk
b_ZCYqUynaI,30,katy perry,part of me,Katy Perry - Part of Me Lyrics HD,108.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=b_ZCYqUynaI
pzWG-yFdx-s,30,katy perry,part of me,"Katy Perry - California Gurls (Part Of Me Remix) Ft. Snoop Dogg - Mashup By ""EnriqueIglesiasOK""",110.0,remix,5,,,,california,,remix,slides,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=pzWG-yFdx-s
KOkIXzNUGoQ,30,katy perry,part of me,Gotye - Somebody That I Used To Know + Katy Perry - Part Of Me Mashup (covers) by Lisa Scinta,241.0,cover,5,lisa,,,,,cover,live,FALSE,cover,live,remix,cover,still,https://www.youtube.com/watch?v=KOkIXzNUGoQ
2bwx896DIys,30,katy perry,part of me,"Elektrolytes and Poreotix MASTER MIX ""Part of Me"" by Katy Perry Week 10 ABDC 7",280.0,live,15,,,,,,remix,still,FALSE,live,live,remix,remix,still,https://www.youtube.com/watch?v=2bwx896DIys
hQY10zTmG0g,30,katy perry,part of me,Last Part of Me - Katy Perry vs My Chemical Romance (Mashup),302.0,guitar,15,,,,,,remix,still,FALSE,cover,live,remix,remix,still,https://www.youtube.com/watch?v=hQY10zTmG0g
w_NFkb5umSA,30,katy perry,part of me,Katy Perry vs. Britney Spears - Part Of Me / Till The World Ends (Stelmix 4' Mashup),306.0,title/artist,15,britney spears,world,,,,remix,still,FALSE,official,official,remix,remix,still,https://www.youtube.com/watch?v=w_NFkb5umSA
ghHQAm8vbLk,30,katy perry,part of me,Cat covering Part Of Me by Katy Perry,329.0,cover,15,,,,,,cover,live,FALSE,cover,live,remix,cover,live,https://www.youtube.com/watch?v=ghHQAm8vbLk
vezSM0djiBc,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Piano Cover) by LittleTranscriber,1.0,piano,0,,,piano,,,cover,tutorial,FALSE,cover,live,cover,cover,tutorial,https://www.youtube.com/watch?v=vezSM0djiBc
oIdb_iI7iRg,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Live on The X Factor),1.0,concert,0,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=oIdb_iI7iRg
QEGAQi6cDLM,40,katy perry,the one that got away,THE ONE THAT GOT AWAY (KATY PERRY) Choreography l PEAR,1.0,choreo,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=QEGAQi6cDLM
fDTouU0iABA,40,katy perry,the one that got away,Katy Perry - The One That Got Away Lyrics,1.0,lyrics,0,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=fDTouU0iABA
gxnhNEXit6w,40,katy perry,the one that got away,"How To Play ""The One That Got Away"" Piano Tutorial (Katy Perry)",1.0,tutorial,0,,,piano,,,cover,live,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=gxnhNEXit6w
b50S6JZXX24,40,katy perry,the one that got away,Just Dance - Katy Perry (The One That Got Away) (FANMADE MASHUP),1.0,dance,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=b50S6JZXX24
_yiCpBkAooM,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Karaoke Version),1.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=_yiCpBkAooM
GmcVddL3Lxc,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Plastic Plates remix),1.0,remix,0,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=GmcVddL3Lxc
Ahha3Cqe_fk,40,katy perry,the one that got away,Katy Perry - The One That Got Away,1.0,title/artist,0,,,,,,official,official,TRUE,official,official,official,official,official,https://www.youtube.com/watch?v=Ahha3Cqe_fk
9Ik96sqSQys,40,katy perry,the one that got away,Katy Perry - The One That Got Away/Thinking of You (Live at The Prismatic World Tour),1.0,live,0,,world,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=9Ik96sqSQys
mJTjL5donI0,40,katy perry,the one that got away,Katy Perry - The one that got away / Thinking of you (Prismatic World Tour O2 London ) HD,2.0,concert,0,,world,,london,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=mJTjL5donI0
NRWom6kt_DY,40,katy perry,the one that got away,The One That Got Away by Katy Perry Choreo by RO,2.0,choreo,0,,,,,,official,dance,FALSE,official,dance,official,remix,dance,https://www.youtube.com/watch?v=NRWom6kt_DY
L9loYptxSQk,40,katy perry,the one that got away,"Katy Perry - ""The One That Got Away (Acoustic)"" Official Chord & Lyric Video",2.0,lyrics,0,,,,,,cover,lyric,FALSE,official,lyric,official,cover,lyric,https://www.youtube.com/watch?v=L9loYptxSQk
K0-ucWKiTps,40,katy perry,the one that got away,The One That Got Away - Katy Perry (Cover by Tiffany Alvord & Chester See),2.0,cover,0,tiffany chester see,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=K0-ucWKiTps
YDG6iPDk7EM,40,katy perry,the one that got away,The One That Got Away - Katy Perry - Easy Guitar Tutorial (No Capo),2.0,tutorial,0,,,guitar,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=YDG6iPDk7EM
HOh7eR8wU7I,40,katy perry,the one that got away,Katy Perry: The One That Got Away Piano Cover,2.0,piano,0,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=HOh7eR8wU7I
nVxsVWoHnNY,40,katy perry,the one that got away,The One That Got Away - Karaoke HD (In the style of Katy Perry),2.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=nVxsVWoHnNY
BLHpclvrPIQ,40,katy perry,the one that got away,Katy Perry - The One That Got Away (R3hab Remix) HD,10.0,remix,0,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=BLHpclvrPIQ
lPOM3i4YiPg,40,katy perry,the one that got away,Katy Perry - The One That Got Away - Video (Cover by Adam Stanton),10.0,cover,1,adam stanton,,,,,cover,other,FALSE,cover,live,cover,cover,other,https://www.youtube.com/watch?v=lPOM3i4YiPg
sIKVl6vyq1Q,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Acoustic Cover DARIENNE),16.0,choreo,1,,,,,,cover,live,FALSE,official,dance,cover,cover,live,https://www.youtube.com/watch?v=sIKVl6vyq1Q
x5FdNZicGYY,40,katy perry,the one that got away,(Katy Perry) The One That Got Away - Fingerstyle Version,17.0,guitar,1,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=x5FdNZicGYY
NOX2l6spoSE,40,katy perry,the one that got away,Katy Perry - The One That Got Away & Thinking Of You (Live) Prismatic Tour  O2 London 30/05/14,18.0,live,1,,,,london,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=NOX2l6spoSE
QbYVZq_GuCU,40,katy perry,the one that got away,QQ Dance 2 ( 134 BPM Katy Perry - The One That Got Away ),19.0,dance,1,,,,,,official,dance,FALSE,official,dance,remix,official,dance,https://www.youtube.com/watch?v=QbYVZq_GuCU
ckgVFezsOoI,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Lyrics Video) HD,19.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=ckgVFezsOoI
yVh921FYpe8,40,katy perry,the one that got away,Katy Perry - The One That Got Away Karaoke / Instrumental with backing vocals and lyrics,19.0,karaoke,1,,,,,,instrumental,still,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=yVh921FYpe8
QPqCvj7HYBc,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Teaser/Piano Version),20.0,piano,1,,,piano,,,remix,still,FALSE,cover,live,cover,official,live,https://www.youtube.com/watch?v=QPqCvj7HYBc
vdikPl6kYos,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Remix) (feat B.o.B),20.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=vdikPl6kYos
of7UpqFQ9oQ,40,katy perry,the one that got away,Katy Perry - The One That Got Away - Karaoke,21.0,karaoke,1,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=of7UpqFQ9oQ
urXM3RL0Ybw,40,katy perry,the one that got away,Katy Perry - The one that got away - American Music Awards 2011,21.0,live,1,,,,american,2011,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=urXM3RL0Ybw
kAosM8TT84Y,40,katy perry,the one that got away,Katy Perry - The One That Got Away Makeup Tutorial Roar 2013 MTV Video Music Awards VMAs,21.0,tutorial,1,,,,,2013,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=kAosM8TT84Y
jvwShpHTEOU,40,katy perry,the one that got away,The One That Got Away - Katy Perry (Bangkok Version),21.0,title/artist,1,,,,bangkok,,official,other,FALSE,official,official,cover,official,live,https://www.youtube.com/watch?v=jvwShpHTEOU
LMfzVFQazxo,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Kritikally Akklaimed Dance Mix),21.0,dance,1,,,,,,remix,still,FALSE,official,dance,remix,remix,still,https://www.youtube.com/watch?v=LMfzVFQazxo
4uy-0A3LNlc,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Piano Cover),22.0,piano,1,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=4uy-0A3LNlc
cEBZEbiqM2M,40,katy perry,the one that got away,Katy Perry Live Concert 2015  The One That Got Away,22.0,concert,1,,,,,2015,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=cEBZEbiqM2M
UZC4QWfA0fs,40,katy perry,the one that got away,Katy Perry - The One That Got Away Bass Cover (With Tab),23.0,tutorial,1,,,bass,,,cover,live,FALSE,tutorial,tutorial,cover,cover,live,https://www.youtube.com/watch?v=UZC4QWfA0fs
zcdlkMceTrI,40,katy perry,the one that got away,Katy Perry - The One That Got Away Piano Cover & CHORDS,23.0,piano,1,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=zcdlkMceTrI
ti-cxPhlLdQ,40,katy perry,the one that got away,The one that got away - Katy Perry (R3hab Extended Remix),23.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=ti-cxPhlLdQ
9ZRwDK5rnuc,40,katy perry,the one that got away,Selena Gomez-The One That Got Away LIVE,23.0,live,1,selena gomez,,,,,cover,live,FALSE,live,live,live,cover,live,https://www.youtube.com/watch?v=9ZRwDK5rnuc
28bLJ9BDL_g,40,katy perry,the one that got away,Katy Perry - The One That Got Away (R3hab Remix) - R3hab Concert @ Rich's Houston 3/16/2012,24.0,concert,1,rich,,,houston,2012,remix,live,FALSE,live,live,live,remix,live,https://www.youtube.com/watch?v=28bLJ9BDL_g
qX0IyrcpPNw,40,katy perry,the one that got away,Katy Perry - The One That Got Away (7th Heaven Radio Mix)[Remix],24.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=qX0IyrcpPNw
TcDlAKbcJqY,40,katy perry,the one that got away,Waltz - The One That Got Away (28 BPM),26.0,dance,1,,,,,,cover,still,FALSE,official,dance,remix,remix,still,https://www.youtube.com/watch?v=TcDlAKbcJqY
tcJBEVJss8M,40,katy perry,the one that got away,Katy Perry - The One That Got Away (jUdah Dubstep remix),88.0,remix,5,,dubstep,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=tcJBEVJss8M
Vu0zJqMJuHc,40,katy perry,the one that got away,Katy Perry - The One That Got Away (Official Remix) Feat B.o.B,93.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=Vu0zJqMJuHc
CKP9rBjC0vE,40,katy perry,the one that got away,Katy Perry - The one that got away ( slower version piano only by FaMe),93.0,piano,5,,,piano,,,cover,still,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=CKP9rBjC0vE
y-h0l77a_H8,40,katy perry,the one that got away,The One That Got Away by Katy Perry - Piano Cover,94.0,piano,5,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=y-h0l77a_H8
ufWtHnjlax4,40,katy perry,the one that got away,Katy Perry The One That Got Away Remix - HOT 2012 !,96.0,remix,5,,,,,2012,cover,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=ufWtHnjlax4
Urbrf1qcGUU,40,katy perry,the one that got away,The One That Got Away - Katy Perry Cover,98.0,cover,5,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=Urbrf1qcGUU
KQbM9QmlnPk,40,katy perry,the one that got away,Katy Perry - The One That Got Away Lyrics,104.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=KQbM9QmlnPk
Ai7D3WTdMf0,40,katy perry,the one that got away,Katy Perry - Thinking of You/The One That Got Away Live (Prismatic World Tour Sydney 2014),106.0,live,5,,world,,sydney,2014,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=Ai7D3WTdMf0
T3OUBwQ38Wk,40,katy perry,the one that got away,The One That Got Away (Spanish Version Katy Perry cover Jouvu),107.0,cover,5,,,,spanish,,cover,lyric,FALSE,cover,live,cover,cover,other,https://www.youtube.com/watch?v=T3OUBwQ38Wk
mO3iqMAxz1g,40,katy perry,the one that got away,Katy Perry: The One That Got Away/ Someone Like You in HQ,107.0,dance,5,,,,,,live,live,FALSE,official,dance,official,cover,live,https://www.youtube.com/watch?v=mO3iqMAxz1g
-eL9LxMZfBo,40,katy perry,the one that got away,trjm@ 'Gny@ Katy Perry kyty byry The One That Got Away,120.0,title/artist,5,,,,,,official,lyric,FALSE,official,official,cover,official,live,https://www.youtube.com/watch?v=-eL9LxMZfBo
EjiTC8mXRSA,40,katy perry,the one that got away,Katy Perry - The One That Got Away | Piano Cover by Megan,154.0,piano,5,megan,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=EjiTC8mXRSA
VzLSpF-aL5I,40,katy perry,the one that got away,Katie Perry - The One That Got Away (R3hab Remix),289.0,remix,15,katie perry,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=VzLSpF-aL5I
g-meoLWxyZI,40,katy perry,the one that got away,The one that got away (diamond boy vs Tronix DJ remix). Zumba routine by BAM Fitness,365.0,choreo,5,diamond,,,,,remix,dance,FALSE,official,dance,remix,remix,still,https://www.youtube.com/watch?v=g-meoLWxyZI
UYAqkYgezXY,50,gym class heroes,ass back home,"Gym Class Heroes - ""Ass Back Home"" Ft. Neon Hitch -Cover Acoustic - HQ - LYRICS",1.0,guitar,0,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=UYAqkYgezXY
Zj-BCSntQf0,50,gym class heroes,ass back home,Gym Class Heroes ft. Neon Hitch- Ass Back Home- Piano Cover,1.0,piano,0,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=Zj-BCSntQf0
jeWx5-zjLXQ,50,gym class heroes,ass back home,Gym Class Heroes  - Ass Back Home (SmarterChild & Oxymorrons Remix) LYRICS,1.0,remix,0,,,,,,remix,lyric,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=jeWx5-zjLXQ
ltOR2VzDZFM,50,gym class heroes,ass back home,Gym Class Heroes: Ass Back Home ft. Neon Hitch [OFFICIAL VIDEO],1.0,title/artist,0,,,,,,official,official,TRUE,official,official,official,official,official,https://www.youtube.com/watch?v=ltOR2VzDZFM
Qj7jSnOxOck,50,gym class heroes,ass back home,Gym Class Heroes feat. Neon Hitch - Ass Back Home (Live on Today 02-03-2012) [HD 1080p],1.0,live,0,,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=Qj7jSnOxOck
ax9hjx2iETI,50,gym class heroes,ass back home,[Karaoke+Engsub+Vietsub] Ass Back Home - Gym Class Heroes ft. Neon Hitch,1.0,karaoke,0,,,,,,official,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=ax9hjx2iETI
cgav1iKOdSw,50,gym class heroes,ass back home,Gym Class Hereos Ass Back Home lyric video,1.0,title/artist,0,,,,,,official,lyric,FALSE,official,official,official,official,lyric,https://www.youtube.com/watch?v=cgav1iKOdSw
z9ZTQohYlGw,50,gym class heroes,ass back home,Bill-Sofa Choreography Gym Class Heroes feat. Neon  - Ass Back Home,1.0,choreo,0,bill,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=z9ZTQohYlGw
f1AO597-JeY,50,gym class heroes,ass back home,Ass Back Home (Piano Cover) - Gym Class Heroes ft. Neon Hitch,2.0,piano,0,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=f1AO597-JeY
jEtyAsBgUH4,50,gym class heroes,ass back home,Gym Class Heroes - Ass Back Home @ Kiss 108 Concert May 19  2012,2.0,concert,0,,,,,2012  or  may,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=jEtyAsBgUH4
pxhcx1tZWE0,50,gym class heroes,ass back home,Gym Class Heroes ft. Neon Hitch - Ass Back Home ( Dance Mix ),2.0,dance,0,,,,,,remix,still,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=pxhcx1tZWE0
l3Omx6GDmsM,50,gym class heroes,ass back home,Gym Class Heroes ft. Neon Hitch - Ass Back Home (Sharkf3ng Electro Remix),2.0,remix,0,,electro,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=l3Omx6GDmsM
ArUu6D_MsT4,50,gym class heroes,ass back home,Gym Class Heroes Ft. Neon Hitch - Ass Back Home (Instrumental) [Download],3.0,karaoke,0,,,,,,instrumental,still,FALSE,instrumental,karaoke,remix,instrumental,still,https://www.youtube.com/watch?v=ArUu6D_MsT4
u8VWk6vX07I,50,gym class heroes,ass back home,Gym Class Heroes: Ass Back Home (Cover by Tiffany Alvord & Luke Conard),3.0,cover,0,tiffany luke,,,,,cover,other,FALSE,cover,live,cover,cover,other,https://www.youtube.com/watch?v=u8VWk6vX07I
ic8mslz3bkA,50,gym class heroes,ass back home,Ass Back Home | Part 1 | Derek,3.0,choreo,0,derek,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=ic8mslz3bkA
fxBYSOmgRHk,50,gym class heroes,ass back home,Ass Back Home - Gym Class Heroes (Breakerh Remix V2),12.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=fxBYSOmgRHk
Sdd4LexfcOE,50,gym class heroes,ass back home,Gym Class Heroes ft Neon Hitch - Ass Back Home (Cover),15.0,choreo,1,,,,,,cover,other,FALSE,official,dance,cover,cover,live,https://www.youtube.com/watch?v=Sdd4LexfcOE
jBVsXnucIoM,50,gym class heroes,ass back home,Gym Class Heroes- Ass Back Home ft. Neon Hitch(Deejay Oxxye Remix),18.0,dance,1,,,,,,remix,still,FALSE,official,dance,remix,remix,still,https://www.youtube.com/watch?v=jBVsXnucIoM
lsCTlYBmLfg,50,gym class heroes,ass back home,"Gym Class Heroes ""Ass Back Home"" Live in Vancouver",19.0,live,1,,,,vancouver,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=lsCTlYBmLfg
4N9Qs2tRsIo,50,gym class heroes,ass back home,Ass Back Home - Gym Class Heroes ft. Neon Hitch. C,20.0,choreo,1,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=4N9Qs2tRsIo
Nan42xyXpWo,50,gym class heroes,ass back home,Gym Class Heroes - Ass Back Home (Envision Remix),20.0,remix,1,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=Nan42xyXpWo
dxI-sWIbSWY,50,gym class heroes,ass back home,Gym Class Heroes - Ass Back Home HD Lyrics,20.0,lyrics,1,,,,,,remix,still,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=dxI-sWIbSWY
eWoo4qNM6Qs,50,gym class heroes,ass back home,Gym Class Heroes Vs. Kelly Clarkson - Ass Back Home feat. Neon Hitch (Mashup),21.0,karaoke,1,kelly,,,,,remix,still,FALSE,instrumental,karaoke,remix,remix,still,https://www.youtube.com/watch?v=eWoo4qNM6Qs
1Ef-OiBUW6c,50,gym class heroes,ass back home,Gym Class Heroes - Ass Back Home (Live in Jakarta  11 August 2012),21.0,live,1,,,,jakarta,2012/8/11,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=1Ef-OiBUW6c
kJlM91GPIBA,50,gym class heroes,ass back home,Ass Back Home - Gym Class Heroes (cover) by VELASCO,21.0,tutorial,1,,,,,,cover,live,FALSE,tutorial,tutorial,cover,cover,live,https://www.youtube.com/watch?v=kJlM91GPIBA
JyGLyNxAYdE,50,gym class heroes,ass back home,[Lyrics] Gym Class Heroes - Ass back home,21.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=JyGLyNxAYdE
E75NN3fQQiw,50,gym class heroes,ass back home,Gym Class Heroes - Ass Back Home [MUSIC VIDEO],22.0,piano,1,,,,,,official,other,FALSE,cover,live,cover,cover,other,https://www.youtube.com/watch?v=E75NN3fQQiw
d4IpNphamCc,50,gym class heroes,ass back home,Me Singing Ass Back Home By Gym Class Heroes ft Neon Hitch,22.0,karaoke,1,,,,,,cover,live,FALSE,instrumental,karaoke,cover,cover,live,https://www.youtube.com/watch?v=d4IpNphamCc
6U1y1G5LwOc,50,gym class heroes,ass back home,Gym Class Heroes - Ass Back Home,23.0,concert,1,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=6U1y1G5LwOc
KCKclWm_zFM,50,gym class heroes,ass back home,Unknown remix of Ass Back Home - Gym Class Heroes,46.0,concert,1,,,,,,remix,still,FALSE,live,live,remix,remix,still,https://www.youtube.com/watch?v=KCKclWm_zFM
wlBJ7dyo4Mo,50,gym class heroes,ass back home,GYM CLASS HEROES-ASS BACK HOME DD&KK REMIX,95.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,official,still,https://www.youtube.com/watch?v=wlBJ7dyo4Mo
hdtI8IG1_lM,50,gym class heroes,ass back home,Gym Class Heroes  Ass back Home ( Electro Dirty House Remix),97.0,remix,5,,house/electro,,,,remix,slides,FALSE,remix,still,remix,official,other,https://www.youtube.com/watch?v=hdtI8IG1_lM
